PaleoDB_taxon_no	taxon_name	phylum	class	order	family	fad_int	fad_age	lad_int	lad_age	size_ref	range_ref	log10_volume	log10_max_length
35826	Analectis	Chordata	Actinopterygii	Lampridiformes		Rupelian	33.9	Rupelian	28.1	58	24	3.20843142840532	1.69897000433602
35827	Ateleopus	Chordata	Actinopterygii	Lampridiformes		Langhian	15.97	Holocene	0	100	24	6.87959191858791	2.97772360528885
35828	Bajaichthys	Chordata	Actinopterygii	Lampridiformes		Lutetian	47.8	Bartonian	38	58	24	2.93021347414645	1.60205999132796
35832	Lampris	Chordata	Actinopterygii	Lampridiformes		Tortonian	11.62	Holocene	0	100	24	8.40605789889423	3.30102999566398
35834	Protolophotus	Chordata	Actinopterygii	Lampridiformes		Rupelian	33.9	Holocene	0	58	24	5.86193527336514	2.6232492903979
35835	Turkmene	Chordata	Actinopterygii	Lampridiformes		Thanetian	59.2	Thanetian	56	58	24	4.19148916199858	2.04139268515822
35836	Velifer	Chordata	Actinopterygii	Lampridiformes		Lutetian	47.8	Bartonian	38	100	24	5.80110313377057	2.60205999132796
35638	Asineops	Chordata	Actinopterygii			Thanetian	59.2	Bartonian	38	58	24	4.39977412211435	2.11394335230684
35639	Blochius	Chordata	Actinopterygii			Lutetian	47.8	Bartonian	38	58	24	6.30664170854372	2.77815125038364
35643	Homorhynchus	Chordata	Actinopterygii			Lutetian	47.8	Rupelian	28.1	58	24	6.68081557681588	2.90848501887865
35645	Palaeorhynchus	Chordata	Actinopterygii			Lutetian	47.8	Burdigalian	15.97	58	24	6.30664170854372	2.77815125038364
35646	Pharmacichthys	Chordata	Actinopterygii			Cenomanian	100.5	Cenomanian	93.3	58	24	2.93021347414645	1.60205999132796
35128	Acipenser	Chordata	Actinopterygii	Acipenseriformes	Acipenseridae	Campanian	83.6	Holocene	0	100	24	8.88638429348909	3.78532983501077
35129	Huso	Chordata	Actinopterygii	Acipenseriformes	Acipenseridae	Zanclean	5.333	Holocene	0	100	24	9.29108388580843	3.7481880270062
31393	Compsaster	Echinodermata	Asteroidea	Platyasterida	Compsasteridae	Emsian	407.6	Serpukhovian	323.2	53	24	4.17595565794913	1.54032947479087
31381	Hystrigaster	Echinodermata	Asteroidea	Hemizonida	Helianthasteridae	Emsian	407.6	Emsian	393.3	53	24	4.50421282352391	1.66124460895933
31385	Palaeosolaster	Echinodermata	Asteroidea	Hemizonida	Palasterinidae	Emsian	407.6	Emsian	393.3	53	24	5.86800415132674	2.16360382201815
31387	Taeniactis	Echinodermata	Asteroidea	Hemizonida	Taeniactinidae	Rhuddanian	443.4	Telychian	433.4	53	24	3.33235300659476	1.20808287975136
31391	Calliasterella	Echinodermata	Asteroidea	Platyasterida	Calliasterellidae	Moscovian	315.2	Kasimovian	303.7	53	24	6.1246978244267	2.25815819334079
31346	Schuchertia	Echinodermata	Asteroidea	Platyasterida	Urasterellidae	Sandbian	458.4	Homerian	427.4	53	24	3.41718968126663	1.26083431217232
31404	Urasterella	Echinodermata	Asteroidea	Platyasterida	Urasterellidae	Darriwilian	467.3	Moscovian	307	53	24	4.72860767307642	1.74390155048518
31344	Palasteriscus	Echinodermata	Asteroidea	Platyasterida	Palasteriscidae	Emsian	407.6	Emsian	393.3	53	24	4.89873597411734	1.80656914316421
31345	Platanaster	Echinodermata	Asteroidea	Platyasterida	Palasteriscidae	Sandbian	458.4	Sandbian	453	53	24	4.26115599276724	1.57171343528322
31352	Coccaster	Echinodermata	Asteroidea	Pustulosida	Hudsonasteridae	Sheinwoodian	433.4	Ludfordian	423	53	24	2.27651005768935	0.840659387775561
31356	Girvanaster	Echinodermata	Asteroidea	Pustulosida	Hudsonasteridae	Katian	453	Katian	445.2	53	24	1.96410444486603	0.725583250676254
31357	Hudsonaster	Echinodermata	Asteroidea	Pustulosida	Hudsonasteridae	Floian	477.7	Katian	445.2	53	24	3.87140672773319	1.3801846191111
31361	Lepidaster	Echinodermata	Asteroidea	Pustulosida	Lepidasteridae	Sheinwoodian	433.4	Homerian	427.4	53	24	3.93365072170164	1.45107526513868
31364	Monaster	Echinodermata	Asteroidea	Pustulosida	Monasteridae	Artinskian	290.1	Artinskian	279.3	53	24	4.04445176476402	1.49188937186026
31365	Neopalaeaster	Echinodermata	Asteroidea	Pustulosida	Neopalaeasteridae	Visean	346.7	Visean	330.9	53	24	3.6210971819638	1.33594463843612
31367	Palaeostella	Echinodermata	Asteroidea	Pustulosida	Xenasteridae	Emsian	407.6	Emsian	393.3	53	24	3.57298303780503	1.31822155785638
31349	Arisaigaster	Echinodermata	Asteroidea	Pustulosida		Katian	453	Ludfordian	423	53	24	2.13452010019809	0.788356691715386
31353	Devonaster	Echinodermata	Asteroidea	Pustulosida		Emsian	407.6	Frasnian	372.2	53	24	4.35664452613712	1.6068871040857
31368	Petraster	Echinodermata	Asteroidea	Pustulosida		Floian	477.7	Katian	445.2	53	24	2.95590790090174	1.09091890982421
31529	Drepanaster	Echinodermata	Ophiuroidea	Oegophiurida	Protasteridae	Katian	453	Tournaisian	346.7	53	24	4.26018680979457	1.57135643198987
31532	Furcaster	Echinodermata	Ophiuroidea	Oegophiurida	Protasteridae	Katian	453	Tournaisian	346.7	53	24	4.36406624912025	1.60962093208515
31538	Mastigophiura	Echinodermata	Ophiuroidea	Oegophiurida	Protasteridae	Emsian	407.6	Emsian	393.3	53	24	5.32477987321558	1.96350449941429
31543	Taeniaster	Echinodermata	Ophiuroidea	Oegophiurida	Protasteridae	Sandbian	458.4	Emsian	393.3	53	24	4.39819214146977	1.62219137162098
31539	Miospondylus	Echinodermata	Ophiuroidea	Oegophiurida	Lapworthuridae	Emsian	407.6	Emsian	393.3	53	24	4.44224871555021	1.63841982639549
31528	Crepidosoma	Echinodermata	Ophiuroidea	Oegophiurida	Encrinasteridae	Sheinwoodian	433.4	Pragian	407.6	53	24	2.72565748300918	1.00610504102999
31530	Encrinaster	Echinodermata	Ophiuroidea	Oegophiurida	Encrinasteridae	Katian	453	Tournaisian	346.7	53	24	4.50345973810078	1.66096720625643
31553	Aganaster	Echinodermata	Ophiuroidea	Ophiurida	Aganasteridae	Visean	346.7	Visean	330.9	53	24	4.52534214389183	1.66902769757128
31575	Ophiopinna	Echinodermata	Ophiuroidea	Ophiurida	Ophiacanthidae	Callovian	166.1	Callovian	163.5	53	24	2.67410824935806	0.987116628416683
31556	Aplocoma	Echinodermata	Ophiuroidea	Ophiurida	Ophiolepididae	Hettangian	201.3	Pliensbachian	182.7	53	24	4.23040312948435	1.56038546751928
31562	Geocoma	Echinodermata	Ophiuroidea	Ophiurida	Aplocomidae	Toarcian	182.7	Cenomanian	93.3	53	24	1.48205758140777	0.548018928299674
31560	Aspiduriella	Echinodermata	Ophiuroidea	Ophiurida	Ophiuridae	Anisian	247.2	Anisian	242	53	24	1.80979438396777	0.668742384203817
31577	Ophiotitanos	Echinodermata	Ophiuroidea	Ophiurida	Ophiuridae	Cenomanian	100.5	Cenomanian	93.3	53	24	3.56911742444092	1.3167976402467
31551	Onychaster	Echinodermata	Ophiuroidea	Phrynophiurida	Onychasteridae	Famennian	372.2	Visean	330.9	53	24	4.10515025351623	1.51424795738708
31512	Bdellacoma	Echinodermata	Ophiuroidea	Stenurida	Bdellacomidae	Gorstian	427.4	Ludfordian	423	53	24	4.01179227134616	1.47985908755077
31513	Eophiura	Echinodermata	Ophiuroidea	Stenurida	Eophiuridae	Floian	477.7	Floian	470	53	24	5.1504120031784	1.89927524073749
31517	Phragmactis	Echinodermata	Ophiuroidea	Stenurida		Katian	453	Katian	445.2	53	24	2.8071433566879	1.03612076157471
31378	Calyptactis	Echinodermata	Ophiuroidea			Tournaisian	358.9	Visean	330.9	53	24	4.29541042840195	1.58433122436753
31520	Rhopalocoma	Echinodermata	Somasteroidea	Eopentaroida	Rhopalocomidae	Gorstian	427.4	Ludfordian	423	53	24	3.2559767167454	1.20145072735202
31334	Archegonaster	Echinodermata	Somasteroidea	Somasteroida	Archegonasteridae	Floian	477.7	Dapingian	467.3	53	24	4.13852443222248	1.52654149952183
31340	Ampullaster	Echinodermata	Somasteroidea	Somasteroida	Chinianasteridae	Tremadocian	485.4	Tremadocian	477.7	53	24	3.49591846947555	1.28983444678487
31340	Villebrunaster	Echinodermata	Somasteroidea	Somasteroida	Chinianasteridae	Floian	477.7	Floian	470	53	24	3.49591846947555	1.28983444678487
31071	Ascocystites	Echinodermata	Eocrinoidea	Ascocystitida		Dapingian	470	Sandbian	453	50	24	4.51863885132657	1.43216726944259
31073	Eocystites	Echinodermata	Eocrinoidea	Ascocystitida		Age 2	529	Guzhangian	497	50	24	1.80964185249037	0.414555556229215
31076	Pareocrinus	Echinodermata	Eocrinoidea	Ascocystitida		Paibian	497	Paibian	494	50	24	2.87597908626655	0.876987184427737
31066	Gogia	Echinodermata	Eocrinoidea	Gogiida	Eocrinidae	Age 3	521	Guzhangian	497	50	24	3.5495211253509	1.04488259225384
31063	Acanthocystites	Echinodermata	Eocrinoidea	Gogiida		Guzhangian	500.5	Guzhangian	497	50	24	3.59039633753584	1.05279009923343
31064	Akadocrinus	Echinodermata	Eocrinoidea	Gogiida		Guzhangian	500.5	Guzhangian	497	50	24	2.9326473463055	0.823311175110979
31061	Lepidocystis	Echinodermata	Eocrinoidea	Imbricata		Age 3	521	Age 3	514	50	24	4.70591784493196	1.49047351795223
31086	Cryptocrinites	Echinodermata	Eocrinoidea		Cryptocrinitidae	Floian	477.7	Dapingian	467.3	50	24	3.05592234957912	0.837035749973787
31080	Batherocystis	Echinodermata	Eocrinoidea			Darriwilian	467.3	Sandbian	453	50	24	3.63357527888341	1.10780332611244
31084	Cardiocystites	Echinodermata	Eocrinoidea			Sandbian	458.4	Sandbian	453	50	24	2.7949389768244	0.806970935923174
31085	Cigara	Echinodermata	Eocrinoidea			Age 5	509	Guzhangian	497	50	24	4.01895274466768	1.28824922557199
31087	Cymbionites	Echinodermata	Eocrinoidea			Age 5	509	Drumian	500.5	50	24	2.42328836432492	0.678973375919765
31090	Lysocystites	Echinodermata	Eocrinoidea			Sheinwoodian	433.4	Homerian	427.4	50	24	4.36259067863391	1.28654892481701
31093	Peridionites	Echinodermata	Eocrinoidea			Age 5	509	Drumian	500.5	50	24	1.22399241411234	0.252610340567373
32791	Cidaris	Echinodermata	Echinoidea	Cidaroida	Cidaridae	Holocene	0.0117	Holocene	0	53	24	4.72987357406059	1.78385380031044
32817	Paracidaris	Echinodermata	Echinoidea	Cidaroida	Cidaridae	Ladinian	242	Tithonian	145	53	24	3.91435028576894	1.48683513248902
32823	Plegiocidaris	Echinodermata	Echinoidea	Cidaroida	Cidaridae	Hettangian	201.3	Hauterivian	129.4	53	24	4.15620798716853	1.57492121574795
32832	Sardocidaris	Echinodermata	Echinoidea	Cidaroida	Psychocidaridae	Cenomanian	100.5	Burdigalian	15.97	53	24	4.29428445197831	1.62520952538188
32842	Tylocidaris	Echinodermata	Echinoidea	Cidaroida	Psychocidaridae	Albian	113	Holocene	0	53	24	4.07753603768304	1.54626840108701
32795	Diplocidaris	Echinodermata	Echinoidea	Cidaroida	Diplocidaridae	Pliensbachian	190.8	Hauterivian	129.4	53	24	5.19226471205168	1.95225953659082
32833	Serpianotiaris	Echinodermata	Echinoidea	Cidaroida	Serpianotiaridae	Anisian	247.2	Ladinian	235	53	24	2.98926028161358	1.14991158340836
32809	Mesodiadema	Echinodermata	Echinoidea	Cidaroida		Ladinian	242	Toarcian	174.1	53	24	3.00701705400054	1.1998335061349
32858	Eosalenia	Echinodermata	Echinoidea	Aspidodiatematoida	Aspidodiadematidae	Pliensbachian	190.8	Oxfordian	157.3	53	24	1.74401197021049	0.783504717023452
32867	Tiaridia	Echinodermata	Echinoidea	Aspidodiatematoida	Aspidodiadematidae	Cenomanian	100.5	Cenomanian	93.3	53	24	3.27190631339602	1.25285303097989
204416	Echinothrix	Echinodermata	Echinoidea	Diadematoida	Diadematidae	Holocene	0.0117	Holocene	0	53	53	4.93162381528066	1.85733249643127
32864	Palaeodiadema	Echinodermata	Echinoidea	Diadematoida	Diadematidae	Cenomanian	100.5	Maastrichtian	66	53	24	4.05796952794566	1.53914215620897
32865	Pedinothuria	Echinodermata	Echinoidea	Diadematoida	Diadematidae	Kimmeridgian	157.3	Kimmeridgian	152.1	53	24	2.78797112553909	1.14676623488478
32914	Dumblea	Echinodermata	Echinoidea	Pedinoida	Pedinidae	Albian	113	Albian	100.5	53	53	4.10176969048849	1.55509444857832
32870	Echinopedina	Echinodermata	Echinoidea	Pedinoida	Pedinidae	Ypresian	56	Priabonian	33.9	53	24	3.98465292502147	1.5124397921657
32871	Hemipedina	Echinodermata	Echinoidea	Pedinoida	Pedinidae	Carnian	235	Cenomanian	93.3	53	24	1.27500020992735	1.21779967994712
32874	Loriolipedina	Echinodermata	Echinoidea	Pedinoida	Pedinidae	Ypresian	56	Priabonian	33.9	53	24	4.97757293958016	1.87406745407495
32878	Pedina	Echinodermata	Echinoidea	Pedinoida	Pedinidae	Sinemurian	199.3	Burdigalian	15.97	53	24	3.78863238679789	2.02694162795903
32879	Phalacropedina	Echinodermata	Echinoidea	Pedinoida	Pedinidae	Oxfordian	163.5	Kimmeridgian	152.1	53	24	3.00229969264025	1.154660618228
32880	Phymopedina	Echinodermata	Echinoidea	Pedinoida	Pedinidae	Bathonian	168.3	Tithonian	145	53	24	5.16547925524722	1.94250410616808
32882	Pseudopedina	Echinodermata	Echinoidea	Pedinoida	Pedinidae	Pliensbachian	190.8	Oxfordian	157.3	53	24	4.33560996340461	1.64026053438077
33509	Heterocidaris	Echinodermata	Echinoidea		Heterocidaridae	Pliensbachian	190.8	Oxfordian	157.3	53	24	5.71516270204582	2.14270224573762
33506	Desorella	Echinodermata	Echinoidea			Oxfordian	163.5	Oxfordian	157.3	53	24	4.71513841144948	1.48995847942483
33508	Galeroclypeus	Echinodermata	Echinoidea			Bathonian	168.3	Bathonian	166.1	53	24	3.82621579322787	1.4547360006316
33510	Infraclypeus	Echinodermata	Echinoidea			Tithonian	152.1	Tithonian	145	53	24	4.74776294176704	1.49154844700072
33512	Loriolella	Echinodermata	Echinoidea			Pliensbachian	190.8	Pliensbachian	182.7	53	24	4.85321922322165	1.53428000520508
33513	Menopygus	Echinodermata	Echinoidea			Bajocian	170.3	Oxfordian	157.3	53	24	3.51663536248998	1.05861579701056
259530	Conolampas	Echinodermata	Echinoidea	Cassiduloidea	Echinolampadidae	Holocene	0.0117	Holocene	0	53	53	5.00464821641161	1.88392843875906
259531	Neolampas	Echinodermata	Echinoidea	Cassiduloidea	Neolampadidae	Holocene	0.0117	Holocene	0	53	53	2.45138556403649	0.742725131304698
32741	Archaeocidaris	Echinodermata	Echinoidea	Echinocystitoida	Archaeocidaridae	Frasnian	382.7	Moscovian	307	53	24	5.58136341222163	2.09397170990916
32774	Polytaxicidaris	Echinodermata	Echinoidea	Echinocystitoida	Archaeocidaridae	Tournaisian	358.9	Tournaisian	346.7	53	24	3.95501648147499	1.50164601459059
33063	Spaniocyphus	Echinodermata	Echinoidea	Echinoida		Valanginian	139.8	Maastrichtian	66	53	24	0.892344026705557	0.386201605400787
33068	Trochoechinus	Echinodermata	Echinoidea	Echinoida		Cenomanian	100.5	Burdigalian	15.97	53	24	3.88536861654642	1.44575983648863
32909	Allomma	Echinodermata	Echinoidea	Hemicidaroidea		Cenomanian	100.5	Cenomanian	93.3	53	24	3.57186759388943	1.38670471106507
32912	Colpotiara	Echinodermata	Echinoidea	Hemicidaroidea		Oxfordian	163.5	Oxfordian	157.3	53	24	3.19080708841032	1.22331618744344
32876	Micropedina	Echinodermata	Echinoidea	Hemicidaroidea		Cenomanian	100.5	Maastrichtian	66	53	24	3.79853665062394	1.39225716134167
32931	Trochodiadema	Echinodermata	Echinoidea	Hemicidaroidea		Turonian	93.3	Turonian	89.8	53	24	2.91005624939891	1.16686257608682
32760	Lovenechinus	Echinodermata	Echinoidea	Palaechinoidea	Palaechinidae	Tournaisian	358.9	Tournaisian	346.7	53	24	5.2689402259163	1.98018523694733
32763	Melonechinus	Echinodermata	Echinoidea	Palaechinoidea	Palaechinidae	Visean	346.7	Visean	330.9	53	24	4.66429550222854	1.75996985755431
32998	Ambipleurus	Echinodermata	Echinoidea	Temnopleuroida		Ypresian	56	Priabonian	33.9	53	24	3.64265967147907	1.37965409669369
33001	Arbacina	Echinodermata	Echinoidea	Temnopleuroida		Chattian	28.1	Zanclean	3.6	53	24	3.45726588167364	1.33612604617794
33010	Gagaria	Echinodermata	Echinoidea	Temnopleuroida		Thanetian	59.2	Chattian	23.03	53	24	3.44936910984883	1.34537373055909
30830	Brachyschisma	Echinodermata	Blastoidea	Fissiculata	Brachyschismatidae	Emsian	407.6	Givetian	382.7	50	24	3.03046751118412	0.806179973983887
30833	Codaster	Echinodermata	Blastoidea	Fissiculata	Codasteridae	Visean	346.7	Visean	330.9	50	24	3.10364799675884	0.839148707501055
30839	Heteroschisma	Echinodermata	Blastoidea	Fissiculata	Codasteridae	Eifelian	393.3	Givetian	382.7	50	24	2.75980339894031	0.780111485367627
30840	Indoblastus	Echinodermata	Blastoidea	Fissiculata	Codasteridae	Capitanian	265.1	Capitanian	259.9	50	24	3.15206493111088	0.855216194733363
30848	Nannoblastus	Echinodermata	Blastoidea	Fissiculata	Codasteridae	Sakmarian	295.5	Capitanian	259.9	50	24	2.26314445783461	0.595531777475187
30849	Neoschisma	Echinodermata	Blastoidea	Fissiculata	Neoschismatidae	Asselian	298.9	Capitanian	259.9	50	24	3.39209416692474	0.956793974078306
30850	Notoblastus	Echinodermata	Blastoidea	Fissiculata	Neoschismatidae	Asselian	298.9	Capitanian	259.9	50	24	2.71387720381637	1.12648108077676
30835	Decaschisma	Echinodermata	Blastoidea	Fissiculata	Phaenoschismatidae	Sheinwoodian	433.4	Homerian	427.4	50	24	3.31378672085409	0.943098623005485
30836	Dipteroblastus	Echinodermata	Blastoidea	Fissiculata	Phaenoschismatidae	Capitanian	265.1	Capitanian	259.9	50	24	3.17018447453493	0.949820356290602
30838	Hadroblastus	Echinodermata	Blastoidea	Fissiculata	Phaenoschismatidae	Tournaisian	358.9	Visean	330.9	50	24	2.79593379704274	0.808686007953658
30898	Hyperoblastus	Echinodermata	Blastoidea	Fissiculata	Phaenoschismatidae	Emsian	407.6	Frasnian	372.2	50	24	3.15946290793206	0.898573885826977
30847	Microblastus	Echinodermata	Blastoidea	Fissiculata	Phaenoschismatidae	Capitanian	265.1	Capitanian	259.9	50	24	1.34473014516795	0.243451465644607
30851	Nymphaeoblastus	Echinodermata	Blastoidea	Fissiculata	Phaenoschismatidae	Tournaisian	358.9	Visean	330.9	50	24	4.51293190287501	1.31360361217781
30858	Phaenoschisma	Echinodermata	Blastoidea	Fissiculata	Phaenoschismatidae	Tournaisian	358.9	Serpukhovian	323.2	50	24	2.68026025336158	0.773354195336756
30859	Pleuroschisma	Echinodermata	Blastoidea	Fissiculata	Phaenoschismatidae	Emsian	407.6	Givetian	382.7	50	24	2.54501092811117	0.701234267219438
30863	Sphaeroschisma	Echinodermata	Blastoidea	Fissiculata	Phaenoschismatidae	Asselian	298.9	Sakmarian	290.1	50	24	2.71409041263499	0.729854455532027
30864	Thaumatoblastus	Echinodermata	Blastoidea	Fissiculata	Phaenoschismatidae	Asselian	298.9	Capitanian	259.9	50	24	5.31660221770217	1.63093611906419
30865	Timoroblastus	Echinodermata	Blastoidea	Fissiculata	Phaenoschismatidae	Artinskian	290.1	Capitanian	259.9	50	24	3.37471994185566	1.00012771489048
30823	Angioblastus	Echinodermata	Blastoidea	Fissiculata		Bashkirian	323.2	Capitanian	259.9	50	24	2.45895133423815	0.651399173011875
30825	Anthoblastus	Echinodermata	Blastoidea	Fissiculata		Sakmarian	295.5	Capitanian	259.9	50	24	3.01945893618884	0.831214442353237
30828	Astrocrinus	Echinodermata	Blastoidea	Fissiculata		Visean	346.7	Visean	330.9	50	24	1.20977497724517	0.272798756563733
30832	Ceratoblastus	Echinodermata	Blastoidea	Fissiculata		Capitanian	265.1	Capitanian	259.9	50	24	2.49522272957732	0.841498511429918
30834	Cryptoschisma	Echinodermata	Blastoidea	Fissiculata		Emsian	407.6	Emsian	393.3	50	24	2.51883848660768	0.719686344489729
30852	Orophocrinus	Echinodermata	Blastoidea	Fissiculata		Famennian	372.2	Visean	330.9	50	24	3.38095171553504	0.928048189757112
30854	Paracodaster	Echinodermata	Blastoidea	Fissiculata		Artinskian	290.1	Artinskian	279.3	50	24	3.53937304965375	0.998383903025699
30855	Pentablastus	Echinodermata	Blastoidea	Fissiculata		Serpukhovian	330.9	Serpukhovian	323.2	50	24	4.00143712771577	1.17824468513678
30856	Pentremitidea	Echinodermata	Blastoidea	Fissiculata		Emsian	407.6	Emsian	393.3	50	24	2.79641522463597	0.777323233961411
30857	Phaenoblastus	Echinodermata	Blastoidea	Fissiculata		Tournaisian	358.9	Tournaisian	346.7	50	24	2.7913685623486	0.778513011738925
30860	Polydeltoideus	Echinodermata	Blastoidea	Fissiculata		Gorstian	427.4	Pridolian	419.2	50	24	3.40582313917875	1.02816441942447
30861	Pterotoblastus	Echinodermata	Blastoidea	Fissiculata		Artinskian	290.1	Capitanian	259.9	50	24	2.64564162108947	0.699490845272205
30862	Sagittoblastus	Echinodermata	Blastoidea	Fissiculata		Artinskian	290.1	Artinskian	279.3	50	24	2.56744739235041	0.648499408986273
30902	Mesoblastus	Echinodermata	Blastoidea	Granatocrinida	Granatocrinidae	Tournaisian	358.9	Visean	330.9	50	24	2.62094951670764	0.677549925016137
30916	Petaloblastus	Echinodermata	Blastoidea	Pentremitida	Hyperoblastidae	Famennian	372.2	Famennian	358.9	50	24	2.5779960009776	0.723427361714007
30913	Pentremites	Echinodermata	Blastoidea	Spiraculata	Pentremitidae	Tournaisian	358.9	Serpukhovian	323.2	50	24	4.52306559285355	1.31270614559789
30921	Rhopaloblastus	Echinodermata	Blastoidea	Spiraculata	Pentremitidae	Sakmarian	295.5	Capitanian	259.9	50	24	3.28845154356632	0.972149411956769
30883	Deltoblastus	Echinodermata	Blastoidea	Spiraculata	Schizoblastidae	Capitanian	265.1	Capitanian	259.9	50	24	4.02744771054567	1.15963659336938
30869	Acentrotremites	Echinodermata	Blastoidea	Spiraculata		Visean	346.7	Visean	330.9	50	24	3.35553111009225	0.970479708310009
30870	Ambolostoma	Echinodermata	Blastoidea	Spiraculata		Visean	346.7	Visean	330.9	50	24	4.92563324181401	1.52293302869793
30872	Auloblastus	Echinodermata	Blastoidea	Spiraculata		Tournaisian	358.9	Tournaisian	346.7	50	24	3.74776260563537	1.04366450105482
30873	Belocrinus	Echinodermata	Blastoidea	Spiraculata		Pragian	410.8	Pragian	407.6	50	24	4.18638845327975	1.32817566143832
30874	Calycoblastus	Echinodermata	Blastoidea	Spiraculata		Asselian	298.9	Artinskian	279.3	50	24	4.29605205148467	1.28499438672299
30875	Carpenteroblastus	Echinodermata	Blastoidea	Spiraculata		Tournaisian	358.9	Visean	330.9	50	24	2.85437534116746	0.752509400788843
30877	Cordyloblastus	Echinodermata	Blastoidea	Spiraculata		Emsian	407.6	Eifelian	387.7	50	24	3.61083338861879	1.01047455741599
30879	Cribroblastus	Echinodermata	Blastoidea	Spiraculata		Visean	346.7	Visean	330.9	50	24	2.65657259888353	0.682988903645109
30880	Cryptoblastus	Echinodermata	Blastoidea	Spiraculata		Tournaisian	358.9	Tournaisian	346.7	50	24	2.97019042764343	0.800928465233212
30884	Dentiblastus	Echinodermata	Blastoidea	Spiraculata		Tournaisian	358.9	Tournaisian	346.7	50	24	1.80780891250717	0.486194256666444
30885	Devonoblastus	Echinodermata	Blastoidea	Spiraculata		Givetian	387.7	Givetian	382.7	50	24	3.21018981793822	0.913202313467503
30886	Diploblastus	Echinodermata	Blastoidea	Spiraculata		Visean	346.7	Serpukhovian	323.2	50	24	1.47237609235116	0.295347148333618
30887	Doryblastus	Echinodermata	Blastoidea	Spiraculata		Famennian	372.2	Famennian	358.9	50	24	2.4753997784196	0.634821207431031
30888	Elaeacrinus	Echinodermata	Blastoidea	Spiraculata		Emsian	407.6	Emsian	393.3	50	24	4.32689242536368	1.26822683766463
30889	Eleutherocrinus	Echinodermata	Blastoidea	Spiraculata		Eifelian	393.3	Givetian	382.7	50	24	3.15862522108973	0.903183574856091
30890	Ellipticoblastus	Echinodermata	Blastoidea	Spiraculata		Visean	346.7	Visean	330.9	50	24	2.25059880698744	0.548584145515244
30892	Globoblastus	Echinodermata	Blastoidea	Spiraculata		Tournaisian	358.9	Tournaisian	346.7	50	24	3.02998564976544	0.818445845242814
30894	Granatocrinus	Echinodermata	Blastoidea	Spiraculata		Visean	346.7	Visean	330.9	50	24	4.02866790092487	1.1475217435376
30895	Heteroblastus	Echinodermata	Blastoidea	Spiraculata		Visean	346.7	Visean	330.9	50	24	2.49765751836786	0.685388126574117
30900	Lophoblastus	Echinodermata	Blastoidea	Spiraculata		Tournaisian	358.9	Tournaisian	346.7	50	24	4.24450452020851	1.26208582942133
30903	Metablastus	Echinodermata	Blastoidea	Spiraculata		Tournaisian	358.9	Visean	330.9	50	24	4.26493453576887	1.36361197989214
30904	Monadoblastus	Echinodermata	Blastoidea	Spiraculata		Tournaisian	358.9	Tournaisian	346.7	50	24	1.61894401623371	0.348548233456268
30908	Nodoblastus	Echinodermata	Blastoidea	Spiraculata		Serpukhovian	330.9	Serpukhovian	323.2	50	24	2.35319026234954	0.66774471943227
30909	Nucleocrinus	Echinodermata	Blastoidea	Spiraculata		Eifelian	393.3	Givetian	382.7	50	24	2.61442742196241	0.71018248160971
30910	Orbiblastus	Echinodermata	Blastoidea	Spiraculata		Tournaisian	358.9	Tournaisian	346.7	50	24	4.02973752269882	1.1551023573508
30911	Orbitremites	Echinodermata	Blastoidea	Spiraculata		Visean	346.7	Capitanian	259.9	50	24	2.11559487013543	0.510449255717874
30912	Pentephyllum	Echinodermata	Blastoidea	Spiraculata		Visean	346.7	Visean	330.9	50	24	4.22178560816337	1.24884667344453
30914	Pentremoblastus	Echinodermata	Blastoidea	Spiraculata		Tournaisian	358.9	Tournaisian	346.7	50	24	1.92168855593123	0.500000417718977
30917	Placoblastus	Echinodermata	Blastoidea	Spiraculata		Givetian	387.7	Givetian	382.7	50	24	4.55905333065715	1.40939510691468
30918	Poroblastus	Echinodermata	Blastoidea	Spiraculata		Tournaisian	358.9	Visean	330.9	50	24	2.08500474634979	0.524233799365304
30919	Ptychoblastus	Echinodermata	Blastoidea	Spiraculata		Visean	346.7	Visean	330.9	50	24	1.99356363425023	0.482849369369845
30920	Pyramiblastus	Echinodermata	Blastoidea	Spiraculata		Tournaisian	358.9	Tournaisian	346.7	50	24	3.20847567402161	0.954162077087597
30922	Schizoblastus	Echinodermata	Blastoidea	Spiraculata		Tournaisian	358.9	Tournaisian	346.7	50	24	3.15151111855768	0.898750105947838
30923	Schizotremites	Echinodermata	Blastoidea	Spiraculata		Givetian	387.7	Givetian	382.7	50	24	3.0112624377988	0.887480440433797
30925	Strongyloblastus	Echinodermata	Blastoidea	Spiraculata		Tournaisian	358.9	Tournaisian	346.7	50	24	3.96402768991372	1.12032077207196
30927	Tricoelocrinus	Echinodermata	Blastoidea	Spiraculata		Visean	346.7	Visean	330.9	50	24	4.57772091934416	1.35173685929144
30928	Troosticrinus	Echinodermata	Blastoidea	Spiraculata		Sheinwoodian	433.4	Homerian	427.4	50	24	3.33223332348157	1.05316198575199
32043	Ampelocrinus	Echinodermata	Crinoidea	Ampelocrinida	Ampelocrinidae	Visean	346.7	Serpukhovian	323.2	51	24	2.45101168787014	1.01424043911461
32103	Chlidonocrinus	Echinodermata	Crinoidea	Ampelocrinida	Ampelocrinidae	Serpukhovian	330.9	Kasimovian	303.7	51	24	3.64657476339029	1.32118402730231
