PaleoDB_taxon_no	taxon_name	phylum	class	order	family	fad_int	fad_age	lad_int	lad_age	size_ref	range_ref	log10_volume	log10_max_length
	Scala (Delicatiscala)	Mollusca	Gastropoda	Ptenoglossa	Epitoniidae	Holocene	0.0117	Holocene	0	55	55	3.19781792346946	1.38738982633873
	Scala (Depressiscala)	Mollusca	Gastropoda	Ptenoglossa	Epitoniidae	Holocene	0.0117	Holocene	0	55	55	2.77718749572561	1.29314148345093
	Scala (Firmiscala)	Mollusca	Gastropoda	Ptenoglossa	Epitoniidae	Holocene	0.0117	Holocene	0	55	55	2.19595497302352	1.05842602445701
	Scala (Globiscala)	Mollusca	Gastropoda	Ptenoglossa	Epitoniidae	Holocene	0.0117	Holocene	0	55	55	3.36465791431036	1.28712962071911
	Scala (Gradatiscala)	Mollusca	Gastropoda	Ptenoglossa	Epitoniidae	Holocene	0.0117	Holocene	0	55	55	3.52519127569786	1.58771096501891
	Scala (Innesiscala)	Mollusca	Gastropoda	Ptenoglossa	Epitoniidae	Holocene	0.0117	Holocene	0	55	55	1.83378437465648	0.909556029241175
	Scala (Laeviscala)	Mollusca	Gastropoda	Ptenoglossa	Epitoniidae	Holocene	0.0117	Holocene	0	55	55	1.60053729436447	0.863124506848271
	Scala (Limniscala)	Mollusca	Gastropoda	Ptenoglossa	Epitoniidae	Holocene	0.0117	Holocene	0	55	55	3.3438495579051	1.34635297445064
	Scala (Recticuliscala)	Mollusca	Gastropoda	Ptenoglossa	Epitoniidae	Holocene	0.0117	Holocene	0	55	55	1.47026344696508	0.815577748324267
	Scala (Scala)	Mollusca	Gastropoda	Ptenoglossa	Epitoniidae	Holocene	0.0117	Holocene	0	55	55	4.69802804111389	1.81036695368163
	Scala (Sodaliscala)	Mollusca	Gastropoda	Ptenoglossa	Epitoniidae	Holocene	0.0117	Holocene	0	55	55	1.19672872262329	0.77451696572855
	Variciscala (Filiscala)	Mollusca	Gastropoda	Ptenoglossa	Epitoniidae	Holocene	0.0117	Holocene	0	55	55	3.10173676620185	1.4029488293444
	Variciscala (Variciscala)	Mollusca	Gastropoda	Ptenoglossa	Epitoniidae	Holocene	0.0117	Holocene	0	55	55	3.55843735173807	1.37548071461857
	Janthina (Jodina)	Mollusca	Gastropoda	Ptenoglossa	Janthinidae	Holocene	0.0117	Holocene	0	55	55	3.06888314239365	1.15745676813423
62089	Recluzia	Mollusca	Gastropoda	Ptenoglossa	Janthinidae	Holocene	0.0117	Holocene	0	55	55	3.68165000558121	1.43917473984347
	Undularia (Pustulifer)	Mollusca	Gastropoda	Ptenoglossa	Protoculidae	Ladinian	242	Bajocian	168.3	55	55	5.98921921104876	2.34321159017975
	Undularia (Sterekion)	Mollusca	Gastropoda	Ptenoglossa	Protoculidae	Ladinian	242	Ladinian	235	55	55	3.07246313128566	1.39984671271292
	Undularia (Undularia)	Mollusca	Gastropoda	Ptenoglossa	Protoculidae	Anisian	247.2	Rhaetian	201.3	55	55	4.25177517800664	1.7048366062114
10585	Tmetonema	Mollusca	Gastropoda		Anozygidae	Serpukhovian	330.9	Serpukhovian	323.2	55	24	0.0211892990699381	0.319314304090512
10293	Polygyrina	Mollusca	Gastropoda		Polygyrinidae	Induan	252.2	Norian	208.5	37	24	2.55296008069435	1.23527587668705
10008	Kinishbia	Mollusca	Gastropoda		Palaeostylidae	Artinskian	290.1	Artinskian	279.3	37	24	2.07849306816657	1.03971448192545
9516	Auriptygma	Mollusca	Gastropoda		Meekospiridae	Gorstian	427.4	Lochkovian	410.8	37	24	3.74100181630783	1.44846848064288
9614	Ceraunocochlis	Mollusca	Gastropoda		Meekospiridae	Tournaisian	358.9	Roadian	268.8	55	24	0.513217600067939	0.645422269349092
11941	Girtyspira	Mollusca	Gastropoda		Meekospiridae	Tournaisian	358.9	Wuchiapingian	254.2	37	24	1.25647720624168	0.727686895689176
10107	Meekospira	Mollusca	Gastropoda		Meekospiridae	Pragian	410.8	Wuchiapingian	254.2	55	24	3.59591818627599	1.63708927353033
9571	Bulimorpha	Mollusca	Gastropoda		Subulitidae	Visean	346.7	Moscovian	307	37	24	2.25878090654126	1.10653085382238
10468	Sinospira	Mollusca	Gastropoda		Subulitidae	Asselian	298.9	Asselian	295.5	37	24	3.36012365204632	1.27130533009638
9717	Cyclozyga	Mollusca	Gastropoda		Pseudozygopleuridae	Tournaisian	358.9	Kasimovian	303.7	55	24	0.468347330412157	0.398807730203264
9812	Eoptychia	Mollusca	Gastropoda		Pseudozygopleuridae	Eifelian	393.3	Moscovian	307	37	24	4.09889004453414	1.71825250009775
9951	Helminthozyga	Mollusca	Gastropoda		Pseudozygopleuridae	Moscovian	315.2	Kasimovian	303.7	37	24	0.292256071356476	0.429041328239956
10130	Microptychis	Mollusca	Gastropoda		Pseudozygopleuridae	Tournaisian	358.9	Capitanian	259.9	37	24	2.35945602012099	1.17566211427579
8650	Cerithioides	Mollusca	Gastropoda		Goniasmatidae	Emsian	407.6	Bashkirian	315.2	37	24	4.97290029760814	2.03106204481139
8835	Goniasma	Mollusca	Gastropoda		Goniasmatidae	Tournaisian	358.9	Wuchiapingian	254.2	55	24	2.57287160220048	1.1523647979493
9124	Platyzona	Mollusca	Gastropoda		Goniasmatidae	Pragian	410.8	Wuchiapingian	254.2	37	24	2.90210084146547	1.08419700507967
9161	Pseudonina	Mollusca	Gastropoda		Provannidae	Tortonian	11.62	Zanclean	3.6	55	24	1.92885653358191	0.740757323307771
11899	Acteonina	Mollusca	Gastropoda		Acteoninidae	Visean	346.7	Maastrichtian	66	55	24	2.09314140475115	1.01346923230917
	Colostracon (Striactaeonina)	Mollusca	Gastropoda		Acteoninidae	Hettangian	201.3	Bathonian	166.1	55	55	2.4091720189914	1.16331048896369
12025	Troostella	Mollusca	Gastropoda		Acteoninidae	Campanian	83.6	Campanian	72.1	55	24	3.41954272470028	1.41514035219587
12200	Spirocyclus	Mollusca	Gastropoda		Orthonematidae	Ladinian	242	Kimmeridgian	152.1	55	24	3.59898627802772	1.52491514753987
12171	Platyconcha	Mollusca	Gastropoda		Palaeostylidae	Visean	346.7	Wuchiapingian	254.2	37	24	1.13481437032046	0.749134859073023
10131	Microschiza	Mollusca	Gastropoda		Pseudomelaniidae	Ladinian	242	Turonian	89.8	55	24	4.23075154471801	1.5854607295085
	Trajanella (Paosia)	Mollusca	Gastropoda		Trajanellidae	Turonian	93.3	Turonian	89.8	55	55	5.10988686413217	1.95588008622538
10599	Trajanella	Mollusca	Gastropoda		Trajanellidae	Barremian	129.4	Maastrichtian	66	55	24	5.10988686413217	1.95588008622538
9735	Cyrtospira	Mollusca	Gastropoda		Subulitidae	Darriwilian	467.3	Ludfordian	423	55	24	3.15265519881729	1.3236645356081
116108	Cerithiopsis (Alipta)	Mollusca	Gastropoda		Cerithiopsidae	Holocene	0.0117	Holocene	0	55	55	1.46254772880266	0.868644438394826
	Cerithiopsis (Cerithiopsilla)	Mollusca	Gastropoda		Cerithiopsidae	Holocene	0.0117	Holocene	0	55	55	0.800717078282385	0.660865478003869
	Cerithiopsis (Mendax)	Mollusca	Gastropoda		Cerithiopsidae	Holocene	0.0117	Holocene	0	55	55	0.429752280002408	0.593728998707911
	Cerithiopsis (Socienna)	Mollusca	Gastropoda		Cerithiopsidae	Holocene	0.0117	Holocene	0	55	55	1.12287092286444	0.838093138445598
116127	Cyrbasia (Joculator)	Mollusca	Gastropoda		Cerithiopsidae	Holocene	0.0117	Holocene	0	55	55	-0.585026652029182	0.154363100666316
	Seila (Lyroseila)	Mollusca	Gastropoda		Cerithiopsidae	Holocene	0.0117	Holocene	0	55	55	1.72533981590974	0.977266212427293
	Seila (Proseila)	Mollusca	Gastropoda		Cerithiopsidae	Holocene	0.0117	Holocene	0	55	55	0.886490725172482	0.750662646134056
	Seila (Seila)	Mollusca	Gastropoda		Cerithiopsidae	Maastrichtian	72.1	Holocene	0	55	55	1.46104809167066	1.02612451674545
	Eumetula (Eumetula)	Mollusca	Gastropoda		Newtoniellidae	Holocene	0.0117	Holocene	0	55	55	1.2718416065365	0.872738827472669
	Eumetula (Laskeya)	Mollusca	Gastropoda		Newtoniellidae	Holocene	0.0117	Holocene	0	55	55	1.57898284270279	1.01515010322947
111464	Cerithiella (Cerithiella)	Mollusca	Gastropoda		Triforidae	Barremian	129.4	Holocene	0	55	55	2.56273288519131	1.26387267686522
	Cerithiella (Stilus)	Mollusca	Gastropoda		Triforidae	Holocene	0.0117	Holocene	0	55	55	1.05842602445701	0.776265218268109
62211	Seilarex	Mollusca	Gastropoda		Triphoridae	Holocene	0.0117	Holocene	0	55	55	1.25887662937213	0.961262852315053
	Triphora (Cautor)	Mollusca	Gastropoda		Triphoridae	Holocene	0.0117	Holocene	0	55	55	1.8826952623816	0.912222056532416
	Triphora (Euthymella)	Mollusca	Gastropoda		Triphoridae	Holocene	0.0117	Holocene	0	55	55	1.95765516694349	1.05476621783899
	Triphora (Eutriphora)	Mollusca	Gastropoda		Triphoridae	Holocene	0.0117	Holocene	0	55	55	1.29950729870049	0.872971630738444
	Triphora (Hypotriphora)	Mollusca	Gastropoda		Triphoridae	Holocene	0.0117	Holocene	0	55	55	1.30059548388996	1.10380372095596
116125	Triphora (Inella)	Mollusca	Gastropoda		Triphoridae	Holocene	0.0117	Holocene	0	55	55	2.39443416859887	1.39348745814718
	Triphora (Isotriphora)	Mollusca	Gastropoda		Triphoridae	Holocene	0.0117	Holocene	0	55	55	1.06145247908719	0.82033284489941
116133	Triphora (Mastonia)	Mollusca	Gastropoda		Triphoridae	Holocene	0.0117	Holocene	0	55	55	1.43360984332372	0.873029812061044
	Triphora (Ogivia)	Mollusca	Gastropoda		Triphoridae	Danian	66	Holocene	0	55	55	1.87978378009042	1.10551018476997
	Triphora (Sinistroseila)	Mollusca	Gastropoda		Triphoridae	Holocene	0.0117	Holocene	0	55	55	0.558708570533166	0.589279221235967
	Triphora (Teretriphora)	Mollusca	Gastropoda		Triphoridae	Holocene	0.0117	Holocene	0	55	55	0.755874855672491	0.733197265106569
114326	Triphora (Triphora)	Mollusca	Gastropoda		Triphoridae	Maastrichtian	72.1	Holocene	0	55	55	2.40925665203891	1.25491044215453
10669	Viriola	Mollusca	Gastropoda		Triphoridae	Aquitanian	23.03	Holocene	0	55	24	2.05376968959931	1.20897851727625
9267	Stegocoelia	Mollusca	Gastropoda		Goniasmatidae	Emsian	407.6	Wuchiapingian	254.2	37	24	3.91284832837531	1.70017100382229
10332	Protorcula	Mollusca	Gastropoda		Protorculidae	Anisian	247.2	Norian	208.5	55	24	2.86892055953813	1.28802553538836
54466	Bourguetia	Mollusca	Gastropoda			Anisian	247.2	Kimmeridgian	152.1	55	24	4.01530735185176	1.62981719601852
10274	Pictavia	Mollusca	Gastropoda			Norian	228	Albian	100.5	55	24	2.90698653345422	1.18624982077909
87579	Coelocyclus	Mollusca	Gastropoda	Bellerophontida	Bellerophontidae	Sheinwoodian	433.4	Givetian	382.7	37	24	4.410613098081	1.56534174619609
8311	Bellerophon	Mollusca	Gastropoda	Bellerophontida	Bellerophontidae	Katian	453	Anisian	242	55	24	4.76054084269904	1.68160299873087
8318	Bucanopsis	Mollusca	Gastropoda	Bellerophontida	Bellerophontidae	Darriwilian	467.3	Serpukhovian	323.2	37	24	2.88634405551869	1.06404179898721
8328	Cymbularia	Mollusca	Gastropoda	Bellerophontida	Bellerophontidae	Dapingian	470	Ludfordian	423	55	24	4.04888519457468	1.46269740810172
8346	Liljevallospira	Mollusca	Gastropoda	Bellerophontida	Bellerophontidae	Sheinwoodian	433.4	Ludfordian	423	37	24	3.64365694425368	1.34583098582781
8355	Patellilabia	Mollusca	Gastropoda	Bellerophontida	Bellerophontidae	Givetian	387.7	Wuchiapingian	254.2	37	24	4.54920400203945	1.78738962135211
87593	Prosoptychus	Mollusca	Gastropoda	Bellerophontida	Bellerophontidae	Rhuddanian	443.4	Emsian	393.3	55	24	3.52399345031561	1.29928933408768
8371	Ptychosphaera	Mollusca	Gastropoda	Bellerophontida	Bellerophontidae	Gorstian	427.4	Pridolian	419.2	37	24	3.48340469801705	1.27531135454181
8380	Sphenosphaera	Mollusca	Gastropoda	Bellerophontida	Bellerophontidae	Sandbian	458.4	Katian	445.2	37	24	3.81243603865237	1.39174915510537
8325	Crenistriella	Mollusca	Gastropoda	Bellerophontida	Bucanellidae	Eifelian	393.3	Givetian	382.7	37	24	2.849241236658	1.05563312427285
8317	Bucania	Mollusca	Gastropoda	Bellerophontida	Bucaniidae	Sandbian	458.4	Kasimovian	303.7	37	24	4.27336777772583	1.5210374477444
8344	Kokenospira	Mollusca	Gastropoda	Bellerophontida	Bucaniidae	Darriwilian	467.3	Sandbian	453	37	24	3.88685661920211	1.43542780002634
8347	Megalomphala	Mollusca	Gastropoda	Bellerophontida	Bucaniidae	Dapingian	470	Famennian	358.9	37	24	3.85562756432901	1.44200915914095
8374	Salpingostoma	Mollusca	Gastropoda	Bellerophontida	Bucaniidae	Darriwilian	467.3	Homerian	427.4	37	24	4.7373198103258	1.68142215572101
8389	Tremanotus	Mollusca	Gastropoda	Bellerophontida	Bucaniidae	Rhuddanian	443.4	Frasnian	372.2	37	24	5.27941135589321	1.88301214408608
8356	Patellostium	Mollusca	Gastropoda	Bellerophontida	Bucaniidae	Pragian	410.8	Capitanian	259.9	55	24	4.32133719533566	1.56478438450399
8361	Phragmolites	Mollusca	Gastropoda	Bellerophontida	Bucaniidae	Darriwilian	467.3	Homerian	427.4	55	24	3.78928520680191	1.39462676427221
8332	Euphemites	Mollusca	Gastropoda	Bellerophontida	Euphemitidae	Frasnian	382.7	Induan	251.2	55	24	3.34505598136319	1.21192108430851
8382	Stachella	Mollusca	Gastropoda	Bellerophontida	Euphemitidae	Artinskian	290.1	Olenekian	247.2	55	24	3.74641388260106	1.3701428470511
8393	Warthia	Mollusca	Gastropoda	Bellerophontida	Euphemitidae	Kasimovian	307	Wuchiapingian	254.2	37	24	2.29054655428031	0.881384656770573
8387	Tetranota	Mollusca	Gastropoda	Bellerophontida	Plectonotidae	Darriwilian	467.3	Sandbian	453	55	24	3.5761374027945	1.5632437011404
8364	Plectonotus	Mollusca	Gastropoda	Bellerophontida	Plectonotidae	Rhuddanian	443.4	Eifelian	387.7	37	24	4.12816493207044	1.51982799377572
8369	Ptomatis	Mollusca	Gastropoda	Bellerophontida	Plectonotidae	Pragian	410.8	Givetian	382.7	55	24	4.22909641716923	1.61878002450621
8390	Tritonophon	Mollusca	Gastropoda	Bellerophontida	Plectonotidae	Rhuddanian	443.4	Eifelian	387.7	55	24	1.96553094362286	0.786751422145561
8309	Aspidotheca	Mollusca	Gastropoda	Bellerophontida	Pterothecidae	Pragian	410.8	Pragian	407.6	37	24	4.60297845582893	1.80570470443386
8319	Carinaropsis	Mollusca	Gastropoda	Bellerophontida	Pterothecidae	Sandbian	458.4	Katian	445.2	55	24	4.05739334827353	1.46893780566546
8326	Cyclotheca	Mollusca	Gastropoda	Bellerophontida	Pterothecidae	Sheinwoodian	433.4	Homerian	427.4	37	24	2.85015741033403	1.2087100199064
8338	Gyrospira	Mollusca	Gastropoda	Bellerophontida	Pterothecidae	Lochkovian	419.2	Famennian	358.9	37	24	4.04113479560736	1.52013067318063
8357	Pedasiola	Mollusca	Gastropoda	Bellerophontida	Pterothecidae	Givetian	387.7	Givetian	382.7	55	24	5.07205694121943	1.88592633980143
8362	Phragmosphaera	Mollusca	Gastropoda	Bellerophontida	Pterothecidae	Gorstian	427.4	Tournaisian	346.7	37	24	4.58371247966106	1.65734273681463
8368	Pterotheca	Mollusca	Gastropoda	Bellerophontida	Pterothecidae	Dapingian	470	Katian	445.2	55	24	4.28525657411559	1.65224634100332
8378	Sinuites	Mollusca	Gastropoda	Bellerophontida	Sinuitidae	Dapingian	470	Katian	445.2	37	24	3.82596005601601	1.52400644555737
8330	Eobucania	Mollusca	Gastropoda	Bellerophontida	Tropidodiscidae	Tremadocian	485.4	Tremadocian	477.7	37	24	2.3314475428778	0.876650764184797
8359	Pharetrolites	Mollusca	Gastropoda	Bellerophontida	Tropidodiscidae	Sheinwoodian	433.4	Emsian	393.3	37	24	2.8732973457988	1.17868923977559
8379	Sinuitina	Mollusca	Gastropoda	Bellerophontida	Tropidodiscidae	Rhuddanian	443.4	Wuchiapingian	254.2	37	24	2.87980096365241	1.11226976841727
57133	Strepsodiscus	Mollusca	Gastropoda	Bellerophontida	Tropidodiscidae	Guzhangian	500.5	Tremadocian	477.7	37	24	3.82177743112754	1.48659394205763
8386	Temnodiscus	Mollusca	Gastropoda	Bellerophontida	Tropidodiscidae	Sandbian	458.4	Pridolian	419.2	37	24	3.22220385728331	1.24285418141772
8391	Tropidodiscus	Mollusca	Gastropoda	Bellerophontida	Tropidodiscidae	Tremadocian	485.4	Capitanian	259.9	37	24	3.62611854333928	1.45624920878889
	Procerithium (Apicaria)	Mollusca	Gastropoda	Sorbeoconcha	Procerithiidae	Carnian	235	Carnian	228	55	55	2.69131140389364	1.16613397030511
	Procerithium (Cosmocerithium)	Mollusca	Gastropoda	Sorbeoconcha	Procerithiidae	Pliensbachian	190.8	Barremian	125	55	55	1.91009054559407	1.06295783408451
246245	Procerithium (Rhabdocolpus)	Mollusca	Gastropoda	Sorbeoconcha	Procerithiidae	Sinemurian	199.3	Barremian	125	55	55	2.8803733603479	1.38614210893082
	Procerithium (Xystrella)	Mollusca	Gastropoda	Sorbeoconcha	Procerithiidae	Toarcian	182.7	Oxfordian	157.3	55	55	1.99502060612476	1.07554696139253
10589	Archimediella (Torculoidella)	Mollusca	Gastropoda	Sorbeoconcha	Turritellidae	Aquitanian	23.03	Holocene	0	55	24	3.94723564628321	1.77041013151391
	Turritella (Kimberia)	Mollusca	Gastropoda	Sorbeoconcha	Turritellidae	Holocene	0.0117	Holocene	0	55	55	1.0484418035504	0.872505899345925
96120	Zeacolpus (Stiracolpus)	Mollusca	Gastropoda	Sorbeoconcha	Turritellidae	Zanclean	5.333	Holocene	0	55	24	2.40878249440414	1.25978422739479
111458	Campanile (Campanile)	Mollusca	Gastropoda	Sorbeoconcha	Campanilidae	Maastrichtian	72.1	Holocene	0	55	55	7.14570661122993	2.73080673675974
	Brachytrema (Brachytrema)	Mollusca	Gastropoda	Sorbeoconcha	Brachytrematidae	Oxfordian	163.5	Tithonian	145	55	55	3.80787380794753	1.43743344379797
	Brachytrema (Petersia)	Mollusca	Gastropoda	Sorbeoconcha	Brachytrematidae	Bajocian	170.3	Tithonian	145	55	55	3.52182169002295	1.31973049433022
	Glauconia (Gymnentome)	Mollusca	Gastropoda	Sorbeoconcha	Cassiopidae	Cenomanian	100.5	Turonian	89.8	55	55	5.05339309688667	2.02970836251489
	Bittium (Bittinella)	Mollusca	Gastropoda	Sorbeoconcha	Cerithiidae	Holocene	0.0117	Holocene	0	55	55	0.555094448578319	0.527114111639805
	Bittium (Eubittium)	Mollusca	Gastropoda	Sorbeoconcha	Cerithiidae	Holocene	0.0117	Holocene	0	55	55	1.98461731323675	1.09131515969722
96763	Cerithium (Thericium)	Mollusca	Gastropoda	Sorbeoconcha	Cerithiidae	Turonian	93.3	Holocene	0	55	55	4.14632559472623	1.73383900069715
	Cerithium (Tiaracerithium)	Mollusca	Gastropoda	Sorbeoconcha	Cerithiidae	Maastrichtian	72.1	Holocene	0	55	55	2.7563241560647	1.32387060654051
116067	Colina (Ischnocerithium)	Mollusca	Gastropoda	Sorbeoconcha	Cerithiidae	Holocene	0.0117	Holocene	0	55	55	2.39651318149352	1.15289959639375
	Exelissa (Exelissa)	Mollusca	Gastropoda	Sorbeoconcha	Cerithiidae	Hettangian	201.3	Barremian	125	55	55	2.19047177057335	1.1563976972825
115895	Rhinoclavis (Proclava)	Mollusca	Gastropoda	Sorbeoconcha	Cerithiidae	Holocene	0.0117	Holocene	0	55	55	2.79858159472855	1.33061666729444
	Rhinoclavis (Semivertagus)	Mollusca	Gastropoda	Sorbeoconcha	Cerithiidae	Maastrichtian	72.1	Holocene	0	55	55	2.55745907796723	1.28869626059026
62148	Royella	Mollusca	Gastropoda	Sorbeoconcha	Cerithiidae	Holocene	0.0117	Holocene	0	55	55	2.76796431141426	1.25042000230889
	Obtortio (Obtortio)	Mollusca	Gastropoda	Sorbeoconcha	Diastomatidae	Holocene	0.0117	Holocene	0	55	55	0.8208579894397	0.61888448499545
	Eustoma (Ditretus)	Mollusca	Gastropoda	Sorbeoconcha	Eustomatidae	Oxfordian	163.5	Tithonian	145	55	55	3.85330449200393	1.57634135020579
	Eustoma (Eustoma)	Mollusca	Gastropoda	Sorbeoconcha	Eustomatidae	Bathonian	168.3	Turonian	89.8	55	55	4.1058639480732	1.70320537069549
	Faunus (Faunus)	Mollusca	Gastropoda	Sorbeoconcha	Pachychilidae	Danian	66	Holocene	0	55	55	4.10638436517467	1.88801091224503
	Paludomus (Odontochasma)	Mollusca	Gastropoda	Sorbeoconcha	Pachychilidae	Holocene	0.0117	Holocene	0	55	55	2.9616061637516	1.11594317693906
	Paludomus (Philopotamis)	Mollusca	Gastropoda	Sorbeoconcha	Pachychilidae	Holocene	0.0117	Holocene	0	55	55	3.60749576992118	1.38863396935179
	Paludomus (Tanalia)	Mollusca	Gastropoda	Sorbeoconcha	Pachychilidae	Holocene	0.0117	Holocene	0	55	55	4.14442848437042	1.53173430927655
	Couthouyia (Anafossarus)	Mollusca	Gastropoda	Sorbeoconcha	Planaxidae	Holocene	0.0117	Holocene	0	55	55	1.24575935596728	0.577261953585815
	Couthouyia (Halotapada)	Mollusca	Gastropoda	Sorbeoconcha	Planaxidae	Holocene	0.0117	Holocene	0	55	55	1.79105874359183	0.79070728732768
	Couthouyia (Radinista)	Mollusca	Gastropoda	Sorbeoconcha	Planaxidae	Holocene	0.0117	Holocene	0	55	55	1.35506820634885	0.721480854770049
60790	Larinopsis	Mollusca	Gastropoda	Sorbeoconcha	Planaxidae	Holocene	0.0117	Holocene	0	55	55	3.25170633973028	1.18012587516405
	Planaxis (Hinea)	Mollusca	Gastropoda	Sorbeoconcha	Planaxidae	Holocene	0.0117	Holocene	0	55	55	3.15707277518818	1.37930551775058
	Planaxis (Holcostoma)	Mollusca	Gastropoda	Sorbeoconcha	Planaxidae	Holocene	0.0117	Holocene	0	55	55	2.09205360642548	0.887617300335736
	Planaxis (Proplanaxis)	Mollusca	Gastropoda	Sorbeoconcha	Planaxidae	Holocene	0.0117	Holocene	0	55	55	3.52913379324988	1.4144719496293
	Planaxis (Quadrasia)	Mollusca	Gastropoda	Sorbeoconcha	Planaxidae	Holocene	0.0117	Holocene	0	55	55	2.54360869019655	1.13193929521042
	Planaxis (Quoyia)	Mollusca	Gastropoda	Sorbeoconcha	Planaxidae	Holocene	0.0117	Holocene	0	55	55	3.34165804461758	1.40823996531185
91012	Terebralia (Terebralia)	Mollusca	Gastropoda	Sorbeoconcha	Potamididae	Maastrichtian	72.1	Holocene	0	55	55	5.33714445844096	2.10822665637493
	Tympanotonos (Exechocirsus)	Mollusca	Gastropoda	Sorbeoconcha	Potamididae	Turonian	93.3	Maastrichtian	66	55	55	3.31577098581398	1.45780622908298
105742	Tympanotonos (Tympanotonos)	Mollusca	Gastropoda	Sorbeoconcha	Potamididae	Turonian	93.3	Holocene	0	55	55	4.34886441123546	1.75595104100413
	Stephopoma (Segmentella)	Mollusca	Gastropoda	Sorbeoconcha	Siliquariidae	Holocene	0.0117	Holocene	0	55	55	0.79657433321043	0.41763773965223
	Stephopoma (Stephopoma)	Mollusca	Gastropoda	Sorbeoconcha	Siliquariidae	Holocene	0.0117	Holocene	0	55	55	2.29699407667021	1.27737997466725
116059	Tenagodus (Tenagodus)	Mollusca	Gastropoda	Sorbeoconcha	Siliquariidae	Ladinian	242	Holocene	0	55	55	5.2573505947121	1.93746773964338
	Mesalia (Callostracum)	Mollusca	Gastropoda	Sorbeoconcha	Turritellidae	Holocene	0.0117	Holocene	0	55	55	2.29238899830193	1.18681512444745
	Mesalia (Mesalia)	Mollusca	Gastropoda	Sorbeoconcha	Turritellidae	Turonian	93.3	Holocene	0	55	55	3.97645727821687	1.76200296937512
	Mesalia (Mesaliopsis)	Mollusca	Gastropoda	Sorbeoconcha	Turritellidae	Holocene	0.0117	Holocene	0	55	55	4.06286615671546	1.76335310874822
96124	Neodiastoma	Mollusca	Gastropoda	Sorbeoconcha	Turritellidae	Holocene	0.0117	Holocene	0	55	55	3.58506799489597	1.59835270986928
96123	Protoma (Protomella)	Mollusca	Gastropoda	Sorbeoconcha	Turritellidae	Holocene	0.0117	Holocene	0	55	55	3.23662793996429	1.55218133883934
	Vermicularia (Laxispira)	Mollusca	Gastropoda	Sorbeoconcha	Turritellidae	Albian	113	Albian	100.5	55	55	2.11354227995396	0.967547976218862
	Vermicularia (Provermicularia)	Mollusca	Gastropoda	Sorbeoconcha	Turritellidae	Ladinian	242	Ladinian	235	55	55	3.6861597137394	1.42813479402879
	Vermicularia (Pseudomesalia)	Mollusca	Gastropoda	Sorbeoconcha	Turritellidae	Albian	113	Albian	100.5	55	55	3.21065822303547	1.40611419267846
117115	Batillaria (Batillaria)	Mollusca	Gastropoda	Sorbeoconcha		Maastrichtian	72.1	Holocene	0	55	55	3.51116384086928	1.58455736052567
	Batillaria (Batillariella)	Mollusca	Gastropoda	Sorbeoconcha		Holocene	0.0117	Holocene	0	55	55	2.46236804552252	1.24699069924155
	Batillaria (Zeacumanthus)	Mollusca	Gastropoda	Sorbeoconcha		Holocene	0.0117	Holocene	0	55	55	2.76479611034273	1.24944296144258
	Pyrazus (Echinobathra)	Mollusca	Gastropoda	Sorbeoconcha		Cenomanian	100.5	Maastrichtian	66	55	55	3.95316605636178	1.6277753752293
	Pyrazus (Pyrazus)	Mollusca	Gastropoda	Sorbeoconcha		Turonian	93.3	Holocene	0	55	55	4.84373140077558	1.96745436818274
117466	Rhinocoryne	Mollusca	Gastropoda	Sorbeoconcha		Holocene	0.0117	Holocene	0	55	55	3.80729616807701	1.5497387312649
10004	Katosira	Mollusca	Gastropoda		Settsassiidae	Ladinian	242	Bajocian	168.3	37	24	3.33971770045077	1.63032615480395
10010	Kittliconcha	Mollusca	Gastropoda		Settsassiidae	Olenekian	251.2	Norian	208.5	37	24	2.81614183185029	1.26528962586083
	Vivianella	Mollusca	Gastropoda		Helicotomidae	Norian	228	Bajocian	168.3	37	37	1.50501424008411	0.715286882957761
	Neritodryas	Mollusca	Gastropoda		Neritidae	Holocene	0.0117	Holocene	0	55	55	3.98192818590492	1.43264866001311
	Neritona (Neritona)	Mollusca	Gastropoda		Neritidae	Holocene	0.0117	Holocene	0	55	55	4.05874644381259	1.62034429975449
	Neritona (Vittina)	Mollusca	Gastropoda		Neritidae	Holocene	0.0117	Holocene	0	55	55	3.24339278440493	1.24526583945746
	Haliotimorpha	Mollusca	Gastropoda		Neritopsidae	Ladinian	242	Carnian	228	37	37	4.27308001699047	1.60455003257126
9199	Rhytidopilus	Mollusca	Gastropoda		Rhytidopilidae	Bathonian	168.3	Albian	100.5	55	24	2.76385459062229	1.13119078797768
	Emarginella	Mollusca	Gastropoda		Fissurellidae	Holocene	0.0117	Holocene	0	37	55	2.95875017422724	1.22115332195471
8665	Circulus	Mollusca	Gastropoda		Vitrinellidae	Thanetian	59.2	Holocene	0	55	24	0.553883026643874	0.375480714618572
10554	Teinostoma	Mollusca	Gastropoda		Vitrinellidae	Kimmeridgian	157.3	Holocene	0	55	24	2.14634512865047	0.926085086925144
	Chunula	Mollusca	Gastropoda		Cyclostrematidae	Holocene	0.0117	Holocene	0	55	55	0.328379603438738	0.209783014848515
	Dillwynella	Mollusca	Gastropoda		Cyclostrematidae	Holocene	0.0117	Holocene	0	55	55	1.43424945239648	0.600755149639618
